[FILL] a/the	HYPONYM	[FILL] is a kind of	SCOPE1	HYPERNYM	[FILL] for	FOR/PURPOSE	BY/THROUGH/HOW	SCOPE2	QUANTITY/RANGE	[SKIP] COMMENTS	[SKIP] DEP	[SKIP] UID	
	irrigation	is a kind of		practice								3f45-d0bc-640f-943d	
	ammonia	is a kind of		substance								cca3-b137-b8d5-7e06	
	ethanol	is a kind of		substance								5834-1b30-bdeb-6752	
	absorption	is a kind of		process								8c01-06b8-b5b7-b09d	
	soda bottles	are a kind of		manufactured product								6680-b6aa-dff1-e0a6	
	nitrogen	is a kind of		nutrient		for plant growth						aed2-c2ce-7d6c-ef26	
	beans	are a kind of		legume								b607-3a07-11bb-0de0	
	soybeans	are a kind of		legume								216f-102d-0e84-7b86	
a	tree	is a kind of		habitat								3f80-84ba-b8e7-ef97	
	topsoil	is a kind of		soil								d48d-c0a0-6e4f-b1df	
	soil erosion	is a kind of		event								f08a-dcfd-c4d6-ad47	
	pollution	is a kind of		environmental problem								a733-563f-fce3-1b65	
a	land mass	is a kind of		object								4fef-5dff-bd2c-c275	
	solar energy transfer	is a kind of		interaction								955b-be05-ce54-9aae	
the	ocean system	is a kind of		system								7431-9420-ceec-614e	
	wood	is a kind of		energy resource								6033-4d5e-eeb6-26e7	
	growing	is a kind of		replenishing								b99c-6728-405d-43a2	
	forming	is a kind of		replenishing								618a-64cc-2e60-5d0e	
	replanting	is a kind of		replenishing								a018-4b49-6df4-2f3f	
	harvesting	is a kind of		using								c40b-484e-0233-3927	
	recycling	is a kind of		action								7f55-332b-379d-dcd5	
the	Amazon rainforest	is a kind of		rainforest								51c1-d609-c016-a831	
	flushing	is a kind of		activity								5d48-00b1-feb8-3925	
	washing	is a kind of		activity								e362-7f40-5957-f669	
a	desert	is a kind of		land feature								932a-23ae-6f6c-0ba4	
a	mountain glacier	is a kind of		glacier								2e43-ba2b-eb18-5498	
	wastewater treatment	is a kind of		method								379b-e433-ba25-9d49	
	drinking	is a kind of		water use								a600-85f6-3460-2665	
	bathing	is a kind of		water use								f134-aea9-4389-41fc	
	biomass	is a kind of		energy source								e7f4-c569-9b16-fbd0	
	wood	is a kind of		biomass								c30d-2d96-eddf-217d	
	silica sand	is a kind of		sand								bb12-da4b-9c2c-4663	
	sand	is a kind of		resource								e8ce-9ccc-bb37-7418	
	glass	is a kind of		product								f32f-533a-5194-0d30	
a	legume	is a kind of		plant								6f54-6eb9-a5c9-0519	
	biofuel	is a kind of		fuel								5309-2b3c-1fc5-ecbd	
	magma	is a kind of	hot	rock								ad33-6dd6-31dc-2d7c	
	nuclear energy	is a kind of		energy								975a-d2c3-58d4-53bc	
	uranium	is a kind of		energy resource								cb2f-fdd3-435e-cb29	
the	lithosphere	is a kind of		subsystem				of Earth				d9c8-5ff6-ba64-5096	
the	biosphere	is a kind of		subsystem				of Earth				32b2-205b-0dde-1109	
a	glass bottle	is a kind of		bottle								8587-43a9-3284-9b74	
a	bottle	is a kind of		object								ecc9-e350-9246-0f61	
a	material	is a kind of		resource								8519-e074-32e0-22b8	
	cardboard	is a kind of		material								1062-6230-339b-55af	
	discarding	is a kind of		action								3991-9455-2c51-f6ce	
a	sloth	is a kind of		animal								9522-17a3-9638-e71b	
the	heath hen	is a kind of		animal								700c-c10b-d818-ac50	
	leaving something on	is a kind of		action								ba62-19e3-bd61-6bcc	
	killing species to sell as pets	is a kind of		recreational hunting						ACTION	DEP	be8a-6f09-a2cc-eae4	
	cooling	is a kind of		condition								7b4f-4c09-ca1c-b6a3	
	valley	is a kind of		location								c13b-4c89-5f53-1e7f	
	mountain	is a kind of		geographic obstacles								37d7-7040-3a8a-8556	
	cloudy	is a kind of		sky condition								dc51-e065-7c35-28b0	
a	climber	is a kind of		human								a19e-01f1-4dcd-4301	
	electrical impulses	are a kind of		electrical energy								0eb9-0359-c78d-794d	
an	electromagnet	is a kind of		device								169b-9f7f-61f5-b505	
	magnetic energy	is a kind of		energy								3adc-d416-2c7e-2177	
	radiant energy 	is a kind of		energy								a673-715a-78ed-6921	
	thermal energy	is a kind of		energy								8379-1173-6c94-ddd3	
	snow	is a kind of		object								8e5c-2e28-44df-b3ef	
	refraction	is a kind of		process								41d6-27a1-42e6-b7ed	
	glass	is a kind of		medium								c88e-8192-4808-1ed6	
	rolling down a ramp	is a kind of		rolling								f35e-2be4-87bf-238b	
	potential energy	is a kind of		energy								f17e-69ee-218e-972f	
	hot chocolate	is a kind of 		object								9be2-88bd-0dd6-21cf	
	boiling	is a kind of		event								30ab-d35b-20bf-865f	
the	Late Heavy Bombardment	is a kind of	a period of	extensive comet impact				on Earth				60f2-f2bc-6dc3-7a1d	
	hydrosphere	is a kind of		structure 				of Earth				dc2b-cba7-dc0a-df8f	
	ocean current	is a kind of		water								a3a9-b1c4-292c-c57f	
	Permian	is a kind of		geologic period								38d0-70d5-c328-a80b	
	ice sheet; polar ice sheet	is a kind of		glacier								0055-15be-f747-3fef	
	glaciers	are a kind of	major	reservoir						COUPLE WITH CONTAIN 8fad-34a6-efaf-5530		0a38-75b6-1b3b-0082	
	wind  	is a kind of		airflow								fe11-dcb9-6c2d-f9b1	
	deflection	is a kind of		feature				of ocean currents				c2a1-b3c8-9ab8-b3de	
	water pressure	is a kind of		pressure								ddd2-0c1b-6e21-bdc8	
an	ocean	is a kind of		habitat								5260-aeae-75d8-609f	
	Gulf Stream	is a kind of		ocean current								8f68-b31e-a66b-dd01	
	surface type	is a kind of		characteristic								f07f-1dd3-5389-7c52	
	stellar formation	is a kind of		topic								c7fa-d441-bf6a-eb8a	
	location	is a kind of		relationship								601e-1f3a-e63c-ce24	
	a cloud of dust and gas	is a kind of		feature								4a89-1138-f954-db8c	
	size difference	is a kind of		difference								9e08-9925-6826-2cbe	
the	Viking I Lander	is a kind of		space probe								02d7-765d-a22f-ceb7	
a	change	is a kind of		difference								8f5c-447f-8432-6617	
	ocean tides	are a kind of		phenomenon								d8e4-dfd2-b022-96b2	
	ceramic	is a kind of		material								6a08-6d64-0766-53dc	
	red giant	is a kind of		stage				in the life cycle of a star			SW 6676-f074-fec7-b8a7	01d7-0208-c2dd-b8ff	
	thermal expansion	is a kind of	physical	property								9598-72ec-2a84-4591	
a	sieve 	is a kind of		tool								ee3e-378b-18d4-3db6	
	air	is a kind of		nonliving thing								e085-b4bf-5fc4-2955	
	removing something from something	is a kind of		interacting								c2e3-e307-bdca-1162	
a	bicycle	is a kind of		nonliving thing								0af7-85dc-151c-8b69	
a	human cell	is a kind of		cell								1442-84a1-b888-97d4	
a	biologist	is a kind of		scientist								4d96-73d7-5f8b-4925	
a	dissecting kit	is a kind of		instrument								825d-196a-801b-6e4b	
a	petri dish	is a kind of		tool								e9ff-ad5f-b967-5568	
	dysentery	is a kind of		illness								f1be-08db-8bdc-d83b	
	positive charge	is a kind of		electric charge								e2f3-220e-1d1b-e796	
	negative charge	is a kind of		electric charge								0182-d7ed-6bbf-0af0	
	atom	is a kind of		particle								2661-4bb8-18ac-a908	
an	electron	is a kind of		subatomic particle								4694-8258-b166-3ba8	
a	brush	is a kind of		object								6a9d-ff87-a4c4-37b0	
	wool	is a kind of		material								6f1d-e1e2-3483-32d8	
	neutral charge	is a kind of		electric charge								6831-cd26-375b-92e2	
	adding	is a kind of		calculating								4ece-78ff-5449-998b	
	tin	is a kind of		element								65b8-d061-5e11-3b8b	
	boron	is a kind of 		element								f5cb-5e63-dcdb-80d5	
	isotope	is a kind of	 	element								00c4-a615-7530-d0a1	
	fur	is a kind of		material								1ec5-507b-a727-f8dd	
	carbohydrate	is a kind of		biomolecule								3a20-069d-f971-ac82	
an 	ion	is a kind of		charged particle								469e-66b4-459c-7362	
	nitrous oxide	is a kind of		substance								cb84-6177-2b82-1296	
a	scanning electron microscope	is a kind of		electron microscope								70ba-4ee2-3c3c-1737	
	genetic modification	is a kind of		genetic engineering								6119-f356-7a1a-8916	
	rock	is a kind of		deposit								62da-9048-d3aa-651f	
	soil  	is a kind of		mixture						PROP-MAT-PURITY	SW 8a87-3d46-f13f-f08d	d744-040d-9d5f-8442	
	humus	is a kind of		organic material								69b4-b2a5-b0d9-edd1	
	soil	is a kind of		substance								b946-1558-74c0-6068	
	clay	is a kind of		particle								375b-1288-3278-a958	
	sand	is a kind of		soil content								86f8-d9a5-56c3-b308	
	crop rotation	is a kind of		pest management method								df9c-de94-c5cf-065d	
	soil	is a kind of		abiotic factor								a6e4-eb10-a762-d18a	
	tomato	is a kind of		crop								5f53-cf5f-449b-4ca6	
	mineral nutrient	is a kind of		nutrient								d4a1-1e84-0f46-d29a	
	decaying plant	is a kind of		organic matter								be81-f7c9-c597-3da2	
	long shore current	is a kind of		ocean wave								3b28-9851-a62f-3edb	
	beach	is a kind of		shore								4be9-eff5-7b59-4b32	
	potassium	is a kind of		nutrient for plant growth								0afa-db45-c7bf-4690	
	phosphorus	is a kind of		nutrient for plant growth								03f3-836f-177e-1be9	
	chemical stress	is a kind of		condition								7367-e1c9-f9f4-2614	
a	sea cliff	is a kind of		land feature								eb83-dffd-d571-1927	
	planting tree	is a kind of		human action								1fbf-8768-25ac-ba1a	
	ocean trench	is a kind of		location								b5a7-f1a3-e836-0c00	
	polar ice cap	is a kind of		ice cap								d1dd-062b-980f-a57e	
	mountain ice cap	is a kind of		ice cap								7312-af54-eadd-7811	
	erosion	is a kind of		physical weathering								78b9-5f14-6214-4c2b	
	sulfur dioxide	is a kind of		pollutant								e3d4-7d0a-33ae-17db	
	fallen trees	are a kind of		dead organism								0e94-a771-a00f-c7f0	
	cropland	is a kind of		agricultural field								60b1-fd07-af02-21f7	
	basalt	is a kind of		igneous rock								a5c0-d9cf-135e-ad06	
	sand	is a kind of		sediment								af21-14b2-7513-a570	
a	change in soil chemistry	is a kind of		chemical weathering								f2a2-282f-5f27-b1a8	
	changing the iron in soil	is a kind of		chemical change								edc2-b03d-db5a-b89e	
	rocks dissolving	is a kind of		chemical change								5237-fc18-c8fd-63be	
	tornado	is a kind of		natural disaster								9f73-7494-7150-00c7	
	sediments in water	is a kind of		water pollution								8d30-a9c8-a16b-36bf	
	decreasing	is a kind of		interfering								ed2b-01c0-58ce-f05d	
	thunderstorm	is a kind of		severe weather								b41d-eb7b-2069-9674	
	hurricane	is a kind of		severe weather								bbdd-d876-94cd-c5c1	
	November 	is a kind of		month								4b06-2722-96ef-5217	
El	niño	is a kind of		oceanic phenomenon								2720-0685-146f-f2dc	
	Mount St. Helens	is a kind of		cone-shaped mountain								f4fa-4cc7-f103-78e3	
	volcanic eruptions	is a kind of		constructive force								3617-cb13-205d-7fb4	
	producers	are a kind of		food resource				for primary consumers		SOURCEOF	SW 59e6-3a73-ee21-701d	f1be-edf7-571a-be6f	
	flooding 	is a kind of		event								9624-fa54-97b8-7dd6	
the	Great Basin National Park	is a kind of		area								1824-b243-69fa-896b	
	Mount St. Helens	is a kind of		volcanoes								fa66-2ce0-d0a0-d491	
	converging boundaries	is a kind of		geologic process								0f1f-49bd-5a4f-f90a	
the	oceanic plate	is a kind of		tectonic plate								9e38-32dd-785d-0fa5	
the 	continental plate 	is a kind of		tectonic plate								8dba-fed6-a02e-44fa	
	Pacific plate	is a kind of		oceanic plate								3f69-91db-80d8-a094	
	Pacific ocean	is a kind of		ocean								57fa-4159-3d2a-c8ff	
	creating	is a kind of		changing								5adb-de4a-e57f-bdd7	
	deposition of material	is a kind of		factor								229f-363e-c77c-9357	
	bauxite	is a kind of		ore								4708-b4a9-e4bc-1edc	
	ore	is a kind of		rock								cdf0-969a-ab34-d687	
	jewelry	is a kind of		object								df07-c5cf-68df-fe0f	
	chalk	is a kind of 		object								b5d2-e614-76de-9b67	
	concrete	is a kind of		object								540e-ffb8-50f2-fbd2	
	halite	is a kind of		mineral								4031-69df-f94d-33fb	
	seawater	is a kind of		salt water								73c8-ce6b-89ad-19cd	
an	unglazed tile	is a kind of		streak plate								7621-4335-9129-5a05	
	hematite	is a kind of		mineral								b0bf-7b93-af48-82fd	
an	unglazed clay tile	is a kind of		streak plate								3114-3d56-e9d8-c5f4	
a	fossil seashell	is a kind of		fossil								601c-769f-dd7e-cb0e	
	imprint fossils	are a kind of		fossil								2c66-4acc-7dd5-599b	
	marble	is a kind of		metamorphic rock								41e6-0974-2590-1700	
	exposure	is a kind of		process								29aa-61b9-e7ce-2bab	
	gabbro	is a kind of		igneous rock								86e7-a2ad-2a5d-b263	
	extrusive igneous rock	is a kind of		igneous rock								5e03-3d9b-1229-170a	
	rocky outcrop; outcrop	is a kind of		bedrock						COUPLED WITH 7cba-d205-ead4-9ead		a8db-c1f6-4adb-b847	
	radiometric dating	is a kind of		method	to	determine the absolute age of the rock				USEDFOR	SW cdd5-b6fa-df05-0eff bc3c-39ab-79ce-2fd8	cb75-1862-6ffb-f03e	
	radiometric dating	is a kind of		method	to 	determine the absolute age of the rock						bc3c-39ab-79ce-2fd8	
	Precambrian	is a kind of		ancient era				on Earth				8906-7a87-0a70-2504	
	containing fossils	is a kind of		characteristic				of sedimentary rock				99e0-81ff-5a26-65fe	
	sediment 	is a kind of		small particle								cf12-247e-5059-1ef9	
	dried lava	is a kind of		volcanic rock								57d4-742f-02e0-37e5	
a	dinosaur	is a kind of		ancient organism								7225-9e86-90b0-c72e	
	genetics	is a kind of		field of research								b3cc-638e-2b2f-df22	
	organic sedimentary	is a kind of		sedimentary rock								ceb2-353a-145d-2491	
	phosphate	is a kind of		sediment								6f11-eeed-063c-85b1	
	dragging	is a kind of		action								5415-408d-c302-bb51	
	index fossils	are a kind of		fossil								4cf3-4227-89f0-d5d0	
	trilobite fossils	are a kind of		index fossil								8c25-496f-499e-eb93	
	brachiopod fossils	are a kind of		index fossil								bcea-7386-3221-b1c9	
	petrified plants	are a kind of		fossil								7916-084c-2de8-d7d5	
	tropical 	is a kind of		climate								df5c-f754-19b2-dc0f	
	gold	is a kind of		mineral								5c41-c4f8-7ec9-93a5	
	silicate	is a kind of		substance								8cca-da8f-c243-68d5	
	planetary nebula	is a kind of		stage				in the life cycle of a star		move to STAGEINPROCESS	SW c176-88e8-b50c-94de	4759-937e-0586-2a1d	
	white dwarf	is a kind of		stage				in the life cycle of a star		move to STAGEINPROCESS	SW aa6c-9346-a3b2-ca69	8e6c-03ce-5458-55b8	
	rough	is a kind of		texture								4639-8ac3-5232-3850	
a	ice cap	is a kind of		body of water								dddd-0b38-d1b4-2961	
	soil erosion	is a kind of		erosion								309b-26ad-fece-db07	
a	plastic bag	is a kind of		waste								85c5-24b7-8f38-f0a9	
	plastic	is a kind of		resource								796f-0eff-9604-8422	
a	metal can	is a kind of		waste								cb54-2805-b32b-817f	
	air	is a kind of		medium								3122-8ae5-a9d0-83a8	
the	oxygen family	is a kind of		group				in the periodic table				a4ab-d12b-ea22-7f96	
	saliva	is a kind of		substance								6723-a7ba-dce4-c38a	
	acid	is a kind of		substance								0c7c-a16e-cd22-5e05	
	salmon	is a kind of		animal								b050-c9a7-f762-fe5a	
	accretion	is a kind of		process								bb4d-d4a7-1ab2-aebc	
a	site	is a kind of		area								474e-0ca5-e8e1-608f	
	rocks	are a kind of		structure 								d859-acc4-2509-b2e2	
	applying a law	is a kind of		method								8287-ee83-b7f6-5587	
a	prairie	is a kind of		ecosystem								7d7c-0511-4a46-5f97	
a	fire	is a kind of		event								1387-00ac-440c-88d9	
	physical adaptation	is a kind of	physical	change				in a population	over successive generations			4283-7393-990d-fdb7	
	behavioral adaptation	is a kind of	behavioral	change				in a population	over successive generations			8d2c-32e8-fe82-3265	
	adaptation	is a kind of		change				in a population	over successive generations			5f43-1c33-197a-fe77	
	support cables	are a kind of		cable								ae37-eb46-bed5-6f3b	
	salt water	is a kind of		water								1c76-4e2b-b7a3-61ea	
	phytoplankton	is a kind of		organism								3a3e-d29a-2ab1-1f05	
a	playground	is a kind of		object								881b-acaf-36c8-25ae	
	Phobos	is a kind of		moon								9204-e312-1986-baf9	
the	Moon	is a kind of		moon								343e-7241-0aa2-1221	
a	bobcat	is a kind of		animal								9a78-ea0f-fe0c-3be6	
a	panther	is a kind of		animal								b0a6-3fab-3a7e-6829	
the	Andromeda galaxy	is a kind of		galaxy								a316-4d0b-8ec7-eb80	
a	ship	is a kind of		vehicle								f65a-7081-2fcd-f3e0	
a 	bone	is a kind of		object								d09f-6496-18ea-cf28	
	ice sheets	are a kind of	major	water reservoir								9ca8-f1bc-ed81-1fee	
a	walrus	is a kind of		animal								3555-ef6c-50f4-74be	
an	electric stove	is a kind of	electrical	device								43df-97a4-a812-de66	
	fertilizer	is a kind of		substance								2bdc-2a43-1bc4-c1c6	
	chlorine	is a kind of		gas								0fbb-6a9d-3bae-1f22	
a	planet	is a kind of		celestial object; celestial body								50fe-e0b2-8acf-6f7c	
a	moon	is a kind of		celestial object; celestial body								5491-9457-39e4-2a7a	
